5,1,32,5,1,32,32,1,16.09,16.09
5,1,32,5,1,32,32,2,71.26,71.26
5,1,32,5,1,32,64,1,60.92,60.92
5,1,32,5,1,32,64,2,71.26,71.26
5,1,32,5,1,32,128,1,39.08,47.13
5,1,32,5,1,32,128,2,71.26,77.01
5,1,32,5,1,64,32,1,16.09,16.09
5,1,32,5,1,64,32,2,64.37,64.37
5,1,32,5,1,64,64,1,40.23,40.23
5,1,32,5,1,64,64,2,63.22,67.82
5,1,32,5,1,64,128,1,56.32,58.62
5,1,32,5,1,64,128,2,66.67,71.26
5,1,32,5,1,128,32,1,16.09,25.29
5,1,32,5,1,128,32,2,16.09,17.24
5,1,32,5,1,128,64,1,24.14,33.33
5,1,32,5,1,128,64,2,63.22,63.22
5,1,32,5,1,128,128,1,4.60,16.09
5,1,32,5,1,128,128,2,57.47,63.22
5,1,32,5,2,32,32,1,63.22,64.37
5,1,32,5,2,32,32,2,64.37,64.37
5,1,32,5,2,32,64,1,64.37,66.67
5,1,32,5,2,32,64,2,70.11,70.11
5,1,32,5,2,32,128,1,65.52,66.67
5,1,32,5,2,32,128,2,66.67,72.41
5,1,32,5,2,64,32,1,16.09,16.09
5,1,32,5,2,64,32,2,65.52,68.97
5,1,32,5,2,64,64,1,64.37,73.56
5,1,32,5,2,64,64,2,68.97,68.97
5,1,32,5,2,64,128,1,62.07,63.22
5,1,32,5,2,64,128,2,65.52,68.97
5,1,32,5,2,128,32,1,16.09,16.09
5,1,32,5,2,128,32,2,66.67,66.67
5,1,32,5,2,128,64,1,27.59,29.89
5,1,32,5,2,128,64,2,67.82,70.11
5,1,32,5,2,128,128,1,59.77,59.77
5,1,32,5,2,128,128,2,66.67,68.97
5,1,32,5,3,32,32,1,60.92,64.37
5,1,32,5,3,32,32,2,66.67,67.82
5,1,32,5,3,32,64,1,62.07,67.82
5,1,32,5,3,32,64,2,72.41,72.41
5,1,32,5,3,32,128,1,68.97,70.11
5,1,32,5,3,32,128,2,75.86,75.86
5,1,32,5,3,64,32,1,64.37,64.37
5,1,32,5,3,64,32,2,64.37,67.82
5,1,32,5,3,64,64,1,64.37,64.37
5,1,32,5,3,64,64,2,64.37,64.37
5,1,32,5,3,64,128,1,70.11,71.26
5,1,32,5,3,64,128,2,64.37,70.11
5,1,32,5,3,128,32,1,16.09,19.54
5,1,32,5,3,128,32,2,65.52,66.67
5,1,32,5,3,128,64,1,58.62,59.77
5,1,32,5,3,128,64,2,72.41,72.41
5,1,32,5,3,128,128,1,62.07,64.37
5,1,32,5,3,128,128,2,68.97,72.41
5,1,32,7,1,32,32,1,62.07,63.22
5,1,32,7,1,32,32,2,65.52,67.82
5,1,32,7,1,32,64,1,59.77,63.22
5,1,32,7,1,32,64,2,62.07,67.82
5,1,32,7,1,32,128,1,60.92,63.22
5,1,32,7,1,32,128,2,65.52,67.82
5,1,32,7,1,64,32,1,16.09,26.44
5,1,32,7,1,64,32,2,71.26,72.41
5,1,32,7,1,64,64,1,26.44,29.89
5,1,32,7,1,64,64,2,65.52,67.82
5,1,32,7,1,64,128,1,4.60,16.09
5,1,32,7,1,64,128,2,62.07,65.52
5,1,32,7,1,128,32,1,4.60,16.09
5,1,32,7,1,128,32,2,58.62,62.07
5,1,32,7,1,128,64,1,4.60,16.09
5,1,32,7,1,128,64,2,58.62,58.62
5,1,32,7,1,128,128,1,4.60,16.09
5,1,32,7,1,128,128,2,65.52,65.52
5,1,32,7,2,32,32,1,67.82,67.82
5,1,32,7,2,32,32,2,68.97,68.97
5,1,32,7,2,32,64,1,57.47,65.52
5,1,32,7,2,32,64,2,67.82,70.11
5,1,32,7,2,32,128,1,62.07,64.37
5,1,32,7,2,32,128,2,68.97,71.26
5,1,32,7,2,64,32,1,28.74,28.74
5,1,32,7,2,64,32,2,65.52,71.26
5,1,32,7,2,64,64,1,62.07,67.82
5,1,32,7,2,64,64,2,67.82,67.82
5,1,32,7,2,64,128,1,64.37,68.97
5,1,32,7,2,64,128,2,65.52,67.82
5,1,32,7,2,128,32,1,16.09,16.09
5,1,32,7,2,128,32,2,58.62,62.07
5,1,32,7,2,128,64,1,64.37,64.37
5,1,32,7,2,128,64,2,66.67,66.67
5,1,32,7,2,128,128,1,50.57,56.32
