5,1,32,7,2,128,128,2,68.97,70.11
5,1,32,7,3,32,32,1,65.52,65.52
5,1,32,7,3,32,32,2,65.52,70.11
5,1,32,7,3,32,64,1,68.97,68.97
5,1,32,7,3,32,64,2,65.52,70.11
5,1,32,7,3,32,128,1,64.37,70.11
5,1,32,7,3,32,128,2,65.52,67.82
5,1,32,7,3,64,32,1,58.62,59.77
5,1,32,7,3,64,32,2,67.82,70.11
5,1,32,7,3,64,64,1,62.07,67.82
5,1,32,7,3,64,64,2,68.97,70.11
5,1,32,7,3,64,128,1,62.07,63.22
5,1,32,7,3,64,128,2,68.97,68.97
5,1,32,7,3,128,32,1,29.89,39.08
5,1,32,7,3,128,32,2,71.26,71.26
5,1,32,7,3,128,64,1,44.83,54.02
5,1,32,7,3,128,64,2,67.82,70.11
5,1,32,7,3,128,128,1,58.62,63.22
5,1,32,7,3,128,128,2,68.97,71.26
5,1,32,10,1,32,32,1,36.78,36.78
5,1,32,10,1,32,32,2,67.82,67.82
5,1,32,10,1,32,64,1,56.32,56.32
5,1,32,10,1,32,64,2,65.52,71.26
5,1,32,10,1,32,128,1,4.60,16.09
5,1,32,10,1,32,128,2,66.67,66.67
5,1,32,10,1,64,32,1,29.89,31.03
5,1,32,10,1,64,32,2,66.67,67.82
5,1,32,10,1,64,64,1,52.87,52.87
5,1,32,10,1,64,64,2,66.67,66.67
5,1,32,10,1,64,128,1,4.60,16.09
5,1,32,10,1,64,128,2,66.67,71.26
5,1,32,10,1,128,32,1,16.09,21.84
5,1,32,10,1,128,32,2,60.92,60.92
5,1,32,10,1,128,64,1,4.60,16.09
5,1,32,10,1,128,64,2,62.07,63.22
5,1,32,10,1,128,128,1,4.60,9.20
5,1,32,10,1,128,128,2,60.92,66.67
5,1,32,10,2,32,32,1,65.52,66.67
5,1,32,10,2,32,32,2,68.97,68.97
5,1,32,10,2,32,64,1,62.07,64.37
5,1,32,10,2,32,64,2,71.26,73.56
5,1,32,10,2,32,128,1,64.37,66.67
5,1,32,10,2,32,128,2,68.97,71.26
5,1,32,10,2,64,32,1,64.37,67.82
5,1,32,10,2,64,32,2,66.67,68.97
5,1,32,10,2,64,64,1,58.62,60.92
5,1,32,10,2,64,64,2,70.11,71.26
5,1,32,10,2,64,128,1,65.52,66.67
5,1,32,10,2,64,128,2,70.11,71.26
5,1,32,10,2,128,32,1,16.09,29.89
5,1,32,10,2,128,32,2,64.37,65.52
5,1,32,10,2,128,64,1,16.09,27.59
5,1,32,10,2,128,64,2,63.22,64.37
5,1,32,10,2,128,128,1,49.43,50.57
5,1,32,10,2,128,128,2,66.67,67.82
5,1,32,10,3,32,32,1,67.82,67.82
5,1,32,10,3,32,32,2,68.97,71.26
5,1,32,10,3,32,64,1,66.67,68.97
5,1,32,10,3,32,64,2,67.82,72.41
5,1,32,10,3,32,128,1,66.67,71.26
5,1,32,10,3,32,128,2,68.97,73.56
5,1,32,10,3,64,32,1,57.47,60.92
5,1,32,10,3,64,32,2,68.97,70.11
5,1,32,10,3,64,64,1,57.47,62.07
5,1,32,10,3,64,64,2,66.67,68.97
5,1,32,10,3,64,128,1,63.22,66.67
5,1,32,10,3,64,128,2,60.92,67.82
5,1,32,10,3,128,32,1,29.89,29.89
5,1,32,10,3,128,32,2,68.97,71.26
5,1,32,10,3,128,64,1,49.43,49.43
5,1,32,10,3,128,64,2,66.67,68.97
5,1,32,10,3,128,128,1,63.22,68.97
5,1,32,10,3,128,128,2,67.82,72.41
5,1,64,5,1,32,32,1,58.62,65.52
5,1,64,5,1,32,32,2,63.22,66.67
5,1,64,5,1,32,64,1,51.72,52.87
5,1,64,5,1,32,64,2,63.22,66.67
5,1,64,5,1,32,128,1,57.47,60.92
5,1,64,5,1,32,128,2,66.67,70.11
5,1,64,5,1,64,32,1,40.23,51.72
5,1,64,5,1,64,32,2,63.22,66.67
5,1,64,5,1,64,64,1,48.28,49.43
5,1,64,5,1,64,64,2,67.82,70.11
5,1,64,5,1,64,128,1,55.17,58.62
5,1,64,5,1,64,128,2,71.26,71.26
5,1,64,5,1,128,32,1,24.14,29.89
5,1,64,5,1,128,32,2,58.62,60.92
5,1,64,5,1,128,64,1,4.60,16.09
5,1,64,5,1,128,64,2,58.62,60.92
5,1,64,5,1,128,128,1,4.60,17.24
5,1,64,5,1,128,128,2,64.37,68.97
5,1,64,5,2,32,32,1,71.26,71.26
5,1,64,5,2,32,32,2,68.97,72.41
5,1,64,5,2,32,64,1,70.11,73.56
5,1,64,5,2,32,64,2,70.11,70.11
5,1,64,5,2,32,128,1,68.97,68.97
5,1,64,5,2,32,128,2,68.97,72.41
5,1,64,5,2,64,32,1,16.09,16.09
5,1,64,5,2,64,32,2,64.37,66.67
5,1,64,5,2,64,64,1,70.11,70.11
5,1,64,5,2,64,64,2,67.82,71.26
5,1,64,5,2,64,128,1,66.67,70.11
5,1,64,5,2,64,128,2,68.97,73.56
5,1,64,5,2,128,32,1,35.63,40.23
5,1,64,5,2,128,32,2,65.52,68.97
5,1,64,5,2,128,64,1,16.09,25.29
5,1,64,5,2,128,64,2,65.52,68.97
5,1,64,5,2,128,128,1,62.07,62.07
5,1,64,5,2,128,128,2,67.82,71.26
5,1,64,5,3,32,32,1,66.67,66.67
5,1,64,5,3,32,32,2,68.97,71.26
5,1,64,5,3,32,64,1,65.52,70.11
5,1,64,5,3,32,64,2,70.11,70.11
5,1,64,5,3,32,128,1,66.67,66.67
5,1,64,5,3,32,128,2,68.97,72.41
5,1,64,5,3,64,32,1,62.07,63.22
5,1,64,5,3,64,32,2,63.22,71.26
5,1,64,5,3,64,64,1,70.11,70.11
5,1,64,5,3,64,64,2,68.97,68.97
5,1,64,5,3,64,128,1,62.07,66.67
5,1,64,5,3,64,128,2,70.11,72.41
5,1,64,5,3,128,32,1,27.59,31.03
5,1,64,5,3,128,32,2,65.52,68.97
5,1,64,5,3,128,64,1,50.57,57.47
5,1,64,5,3,128,64,2,65.52,66.67
5,1,64,5,3,128,128,1,66.67,67.82
5,1,64,5,3,128,128,2,68.97,70.11
5,1,64,7,1,32,32,1,56.32,63.22
5,1,64,7,1,32,32,2,63.22,64.37
5,1,64,7,1,32,64,1,66.67,67.82
5,1,64,7,1,32,64,2,67.82,70.11
5,1,64,7,1,32,128,1,56.32,58.62
5,1,64,7,1,32,128,2,66.67,68.97
5,1,64,7,1,64,32,1,43.68,43.68
5,1,64,7,1,64,32,2,60.92,65.52
5,1,64,7,1,64,64,1,4.60,16.09
5,1,64,7,1,64,64,2,67.82,67.82
5,1,64,7,1,64,128,1,4.60,16.09
5,1,64,7,1,64,128,2,70.11,70.11
5,1,64,7,1,128,32,1,4.60,16.09
5,1,64,7,1,128,32,2,50.57,51.72
5,1,64,7,1,128,64,1,4.60,16.09
5,1,64,7,1,128,64,2,55.17,58.62
5,1,64,7,1,128,128,1,4.60,16.09
5,1,64,7,1,128,128,2,70.11,71.26
5,1,64,7,2,32,32,1,68.97,68.97
5,1,64,7,2,32,32,2,65.52,70.11
5,1,64,7,2,32,64,1,70.11,72.41
5,1,64,7,2,32,64,2,68.97,73.56
5,1,64,7,2,32,128,1,59.77,66.67
5,1,64,7,2,32,128,2,68.97,72.41
5,1,64,7,2,64,32,1,58.62,72.41
5,1,64,7,2,64,32,2,70.11,71.26
5,1,64,7,2,64,64,1,68.97,68.97
5,1,64,7,2,64,64,2,71.26,71.26
5,1,64,7,2,64,128,1,54.02,54.02
5,1,64,7,2,64,128,2,70.11,70.11
5,1,64,7,2,128,32,1,16.09,16.09
5,1,64,7,2,128,32,2,63.22,64.37
5,1,64,7,2,128,64,1,28.74,33.33
5,1,64,7,2,128,64,2,71.26,71.26
5,1,64,7,2,128,128,1,54.02,54.02
5,1,64,7,2,128,128,2,70.11,72.41
5,1,64,7,3,32,32,1,63.22,67.82
5,1,64,7,3,32,32,2,68.97,68.97
5,1,64,7,3,32,64,1,64.37,65.52
5,1,64,7,3,32,64,2,66.67,66.67
5,1,64,7,3,32,128,1,71.26,71.26
5,1,64,7,3,32,128,2,71.26,71.26
5,1,64,7,3,64,32,1,64.37,65.52
5,1,64,7,3,64,32,2,66.67,70.11
5,1,64,7,3,64,64,1,59.77,66.67
5,1,64,7,3,64,64,2,67.82,67.82
5,1,64,7,3,64,128,1,65.52,68.97
5,1,64,7,3,64,128,2,67.82,70.11
5,1,64,7,3,128,32,1,37.93,41.38
5,1,64,7,3,128,32,2,75.86,75.86
5,1,64,7,3,128,64,1,67.82,67.82
5,1,64,7,3,128,64,2,65.52,68.97
5,1,64,7,3,128,128,1,66.67,66.67
5,1,64,7,3,128,128,2,68.97,71.26
5,1,64,10,1,32,32,1,56.32,59.77
