2,1,16,2,1,16,64,51.72,52.87
2,2,16,2,2,16,64,48.28,50.57
2,4,16,2,4,16,64,29.89,31.03
3,1,16,3,1,16,64,65.52,66.67
3,2,16,3,2,16,64,55.17,57.47
3,4,16,3,4,16,64,50.57,50.57
5,1,16,5,1,16,64,66.67,71.26
5,2,16,5,2,16,64,64.37,64.37
5,4,16,5,4,16,64,45.98,45.98
7,1,16,7,1,16,64,65.52,67.82
7,2,16,7,2,16,64,71.26,74.71
7,4,16,7,4,16,64,51.72,63.22
10,1,16,10,1,16,64,70.11,70.11
10,2,16,10,2,16,64,68.97,68.97
