2,2,32,2,2,32,64,50.57,56.32
2,2,32,3,2,32,64,52.87,54.02
2,2,32,5,2,32,64,66.67,66.67
2,2,32,7,2,32,64,65.52,66.67
2,2,32,10,2,32,64,66.67,67.82
3,2,32,2,2,32,64,55.17,57.47
3,2,32,3,2,32,64,56.32,58.62
3,2,32,5,2,32,64,66.67,67.82
3,2,32,7,2,32,64,66.67,68.97
3,2,32,10,2,32,64,65.52,67.82
5,2,32,2,2,32,64,65.52,70.11
5,2,32,3,2,32,64,63.22,67.82
5,2,32,5,2,32,64,71.26,71.26
5,2,32,7,2,32,64,75.86,75.86
5,2,32,10,2,32,64,67.82,72.41
7,2,32,2,2,32,64,67.82,70.11
7,2,32,3,2,32,64,67.82,72.41
7,2,32,5,2,32,64,65.52,67.82
7,2,32,7,2,32,64,68.97,74.71
7,2,32,10,2,32,64,67.82,70.11
10,2,32,2,2,32,64,68.97,68.97
10,2,32,3,2,32,64,72.41,72.41
10,2,32,5,2,32,64,72.41,72.41
10,2,32,7,2,32,64,70.11,72.41
10,2,32,10,2,32,64,68.97,71.26
