3,1,4,3,1,4,16,17.24,17.24
3,1,4,3,1,4,64,11.49,11.49
3,1,4,3,1,4,128,29.89,29.89
3,1,4,3,1,4,256,10.34,13.79
3,1,4,3,1,16,16,16.09,16.09
3,1,4,3,1,16,64,27.59,27.59
3,1,4,3,1,16,128,16.09,16.09
3,1,4,3,1,16,256,36.78,36.78
3,1,4,3,1,32,16,13.79,16.09
3,1,4,3,1,32,64,16.09,16.09
3,1,4,3,1,32,128,20.69,20.69
3,1,4,3,1,32,256,36.78,36.78
3,1,4,3,1,64,16,16.09,16.09
3,1,4,3,1,64,64,16.09,16.09
3,1,4,3,1,64,128,16.09,16.09
3,1,4,3,1,64,256,16.09,16.09
3,1,4,3,2,4,16,14.94,14.94
3,1,4,3,2,4,64,11.49,11.49
3,1,4,3,2,4,128,11.49,13.79
3,1,4,3,2,4,256,16.09,16.09
3,1,4,3,2,16,16,10.34,10.34
3,1,4,3,2,16,64,11.49,16.09
3,1,4,3,2,16,128,11.49,11.49
3,1,4,3,2,16,256,17.24,17.24
3,1,4,3,2,32,16,21.84,21.84
3,1,4,3,2,32,64,11.49,16.09
3,1,4,3,2,32,128,14.94,16.09
3,1,4,3,2,32,256,11.49,16.09
3,1,4,3,2,64,16,13.79,16.09
3,1,4,3,2,64,64,16.09,16.09
3,1,4,3,2,64,128,16.09,16.09
3,1,4,3,2,64,256,16.09,16.09
3,1,4,3,4,4,16,16.09,16.09
3,1,4,3,4,4,64,18.39,18.39
3,1,4,3,4,4,128,11.49,16.09
3,1,4,3,4,4,256,11.49,16.09
3,1,4,3,4,16,16,17.24,17.24
3,1,4,3,4,16,64,11.49,11.49
3,1,4,3,4,16,128,11.49,13.79
3,1,4,3,4,16,256,11.49,11.49
3,1,4,3,4,32,16,24.14,24.14
3,1,4,3,4,32,64,11.49,11.49
3,1,4,3,4,32,128,11.49,13.79
3,1,4,3,4,32,256,11.49,16.09
3,1,4,3,4,64,16,16.09,16.09
3,1,4,3,4,64,64,11.49,11.49
3,1,4,3,4,64,128,11.49,13.79
3,1,4,3,4,64,256,11.49,16.09
3,1,4,5,1,4,16,22.99,22.99
3,1,4,5,1,4,64,11.49,16.09
3,1,4,5,1,4,128,36.78,36.78
3,1,4,5,1,4,256,37.93,37.93
3,1,4,5,1,16,16,33.33,33.33
3,1,4,5,1,16,64,35.63,35.63
3,1,4,5,1,16,128,44.83,44.83
3,1,4,5,1,16,256,34.48,34.48
3,1,4,5,1,32,16,16.09,16.09
3,1,4,5,1,32,64,27.59,27.59
3,1,4,5,1,32,128,37.93,37.93
3,1,4,5,1,32,256,40.23,40.23
3,1,4,5,1,64,16,16.09,16.09
3,1,4,5,1,64,64,20.69,20.69
3,1,4,5,1,64,128,16.09,16.09
3,1,4,5,1,64,256,16.09,16.09
3,1,4,5,2,4,16,16.09,16.09
3,1,4,5,2,4,64,11.49,14.94
3,1,4,5,2,4,128,11.49,11.49
3,1,4,5,2,4,256,25.29,25.29
3,1,4,5,2,16,16,28.74,28.74
3,1,4,5,2,16,64,22.99,22.99
3,1,4,5,2,16,128,19.54,19.54
3,1,4,5,2,16,256,11.49,16.09
3,1,4,5,2,32,16,13.79,13.79
3,1,4,5,2,32,64,31.03,31.03
3,1,4,5,2,32,128,28.74,28.74
3,1,4,5,2,32,256,26.44,26.44
3,1,4,5,2,64,16,13.79,13.79
3,1,4,5,2,64,64,19.54,19.54
3,1,4,5,2,64,128,19.54,19.54
3,1,4,5,2,64,256,25.29,25.29
3,1,4,5,4,4,16,16.09,16.09
3,1,4,5,4,4,64,17.24,17.24
3,1,4,5,4,4,128,11.49,11.49
3,1,4,5,4,4,256,11.49,16.09
3,1,4,5,4,16,16,22.99,22.99
3,1,4,5,4,16,64,16.09,16.09
3,1,4,5,4,16,128,25.29,25.29
3,1,4,5,4,16,256,11.49,16.09
3,1,4,5,4,32,16,16.09,16.09
3,1,4,5,4,32,64,11.49,14.94
3,1,4,5,4,32,128,14.94,14.94
3,1,4,5,4,32,256,12.64,16.09
3,1,4,5,4,64,16,16.09,16.09
3,1,4,5,4,64,64,11.49,16.09
3,1,4,5,4,64,128,14.94,16.09
3,1,4,5,4,64,256,14.94,16.09
3,1,4,10,1,4,16,24.14,24.14
3,1,4,10,1,4,64,37.93,37.93
3,1,4,10,1,4,128,44.83,44.83
3,1,4,10,1,4,256,43.68,43.68
3,1,4,10,1,16,16,25.29,25.29
3,1,4,10,1,16,64,33.33,33.33
3,1,4,10,1,16,128,39.08,39.08
3,1,4,10,1,16,256,39.08,39.08
3,1,4,10,1,32,16,35.63,35.63
3,1,4,10,1,32,64,36.78,36.78
